LOG 2025/03/10
Save Path: D:\java\GitHub\pornMagnetSpringBoot\_91pornyy\ffmpeg_and_SimpleG\Logs
Task Start: 2025/03/10 21:26:20
Task CommandLine: "D:\java\GitHub\pornMagnetSpringBoot\_91pornyy\ffmpeg_and_SimpleG\N_m3u8DL-CLI_v3.0.2.exe" "https://91porny.com/video/view/4d5de794f6be4cf0c8e4" --saveName "4d5de794f6be4cf0c8e4" 

21:26:20.427 / (NORMAL) 开始解析 https://91porny.com/video/view/4d5de794f6be4cf0c8e4
21:26:21.123 / (NORMAL) 远程服务器返回错误: (403) 已禁止。
21:26:21.124 / (ERROR) 远程服务器返回错误: (403) 已禁止。
21:26:22.419 / (NORMAL) 远程服务器返回错误: (403) 已禁止。
21:26:22.419 / (ERROR) 远程服务器返回错误: (403) 已禁止。
21:26:23.723 / (NORMAL) 远程服务器返回错误: (403) 已禁止。
21:26:23.723 / (ERROR) 远程服务器返回错误: (403) 已禁止。
21:26:25.016 / (NORMAL) 远程服务器返回错误: (403) 已禁止。
21:26:25.016 / (ERROR) 远程服务器返回错误: (403) 已禁止。
21:26:26.342 / (NORMAL) 远程服务器返回错误: (403) 已禁止。
21:26:26.342 / (ERROR) 远程服务器返回错误: (403) 已禁止。
