LOG 2025/03/10
Save Path: D:\java\GitHub\pornMagnetSpringBoot\_91pornyy\ffmpeg_and_SimpleG\Logs
Task Start: 2025/03/10 21:27:28
Task CommandLine: "D:\java\GitHub\pornMagnetSpringBoot\_91pornyy\ffmpeg_and_SimpleG\N_m3u8DL-CLI_v3.0.2.exe" "https://91porny.com/video/view/4d5de794f6be4cf0c8e4" --saveName "4d5de794f6be4cf0c8e4" 

21:27:28.732 / (NORMAL) 开始解析 https://91porny.com/video/view/4d5de794f6be4cf0c8e4
21:27:29.750 / (NORMAL) 远程服务器返回错误: (403) 已禁止。
21:27:29.750 / (ERROR) 远程服务器返回错误: (403) 已禁止。
21:27:31.471 / (NORMAL) 远程服务器返回错误: (403) 已禁止。
21:27:31.471 / (ERROR) 远程服务器返回错误: (403) 已禁止。
21:27:33.046 / (NORMAL) 远程服务器返回错误: (403) 已禁止。
21:27:33.046 / (ERROR) 远程服务器返回错误: (403) 已禁止。
21:27:34.347 / (NORMAL) 远程服务器返回错误: (403) 已禁止。
21:27:34.347 / (ERROR) 远程服务器返回错误: (403) 已禁止。
21:27:35.677 / (NORMAL) 远程服务器返回错误: (403) 已禁止。
21:27:35.678 / (ERROR) 远程服务器返回错误: (403) 已禁止。
