LOG 2025/03/10
Save Path: D:\java\GitHub\pornMagnetSpringBoot\_91pornyy\ffmpeg_and_SimpleG\Logs
Task Start: 2025/03/10 21:27:12
Task CommandLine: "D:\java\GitHub\pornMagnetSpringBoot\_91pornyy\ffmpeg_and_SimpleG\N_m3u8DL-CLI_v3.0.2.exe" "https://91porny.com/video/view/4d5de794f6be4cf0c8e4" --saveName "4d5de794f6be4cf0c8e4" 

21:27:12.958 / (NORMAL) 开始解析 https://91porny.com/video/view/4d5de794f6be4cf0c8e4
21:27:14.365 / (NORMAL) 远程服务器返回错误: (403) 已禁止。
21:27:14.365 / (ERROR) 远程服务器返回错误: (403) 已禁止。
21:27:15.699 / (NORMAL) 远程服务器返回错误: (403) 已禁止。
21:27:15.699 / (ERROR) 远程服务器返回错误: (403) 已禁止。
21:27:16.977 / (NORMAL) 远程服务器返回错误: (403) 已禁止。
21:27:16.977 / (ERROR) 远程服务器返回错误: (403) 已禁止。
21:27:18.930 / (NORMAL) 远程服务器返回错误: (403) 已禁止。
21:27:18.930 / (ERROR) 远程服务器返回错误: (403) 已禁止。
21:27:20.299 / (NORMAL) 远程服务器返回错误: (403) 已禁止。
21:27:20.299 / (ERROR) 远程服务器返回错误: (403) 已禁止。
